SecurityId;SentTimestamp;ExecutedTimestamp;ExecPrice;Qty;Side;Type
FutureB;1544188063993099456;1544188063993099456;10849.000000;1.000000;BUY;Market
FutureA;1544188063993099456;1544188063993099456;10849.500000;1.000000;SELL;Market
FutureB;1544188138244572006;1544188138244572006;10850.000000;1.000000;SELL;Market
FutureA;1544188138244572006;1544188138244572006;10849.500000;1.000000;BUY;Market
FutureB;1544188342969541224;1544188342969541224;10846.000000;1.000000;BUY;Market
FutureA;1544188342969541224;1544188342969541224;10846.500000;1.000000;SELL;Market
FutureA;1544188509802145282;1544188509802145282;10867.500000;1.000000;BUY;Market
FutureB;1544188509802145282;1544188509802145282;10868.000000;1.000000;SELL;Market
FutureB;1544188609075179122;1544188609075179122;10870.000000;1.000000;BUY;Market
FutureA;1544188609075179122;1544188609075179122;10870.500000;1.000000;SELL;Market
FutureB;1544189250271497420;1544189250271497420;10878.000000;1.000000;SELL;Market
FutureA;1544189250271497420;1544189250271497420;10877.500000;1.000000;BUY;Market
FutureA;1544189250271598056;1544189250271598056;10877.500000;1.000000;BUY;Market
FutureB;1544189250271598056;1544189250271598056;10878.000000;1.000000;SELL;Market
FutureB;1544189337332267076;1544189337332267076;10877.000000;1.000000;BUY;Market
FutureA;1544189337332267076;1544189337332267076;10877.500000;1.000000;SELL;Market
FutureA;1544189360451158979;1544189360451158979;10878.500000;1.000000;SELL;Market
FutureB;1544189360451158979;1544189360451158979;10878.000000;1.000000;BUY;Market
FutureB;1544189557471453632;1544189557471453632;10871.000000;1.000000;SELL;Market
FutureA;1544189557471453632;1544189557471453632;10870.500000;1.000000;BUY;Market
FutureB;1544189775362807267;1544189775362807267;10878.000000;1.000000;SELL;Market
FutureA;1544189775362807267;1544189775362807267;10877.500000;1.000000;BUY;Market
FutureB;1544189839885874917;1544189839885874917;10881.000000;1.000000;BUY;Market
FutureA;1544189839885874917;1544189839885874917;10881.500000;1.000000;SELL;Market
FutureB;1544189955242011030;1544189955242011030;10889.000000;1.000000;BUY;Market
FutureA;1544189955242011030;1544189955242011030;10890.000000;1.000000;SELL;Market
FutureB;1544190076600147000;1544190076600147000;10907.000000;1.000000;SELL;Market
FutureA;1544190076600147000;1544190076600147000;10906.500000;1.000000;BUY;Market
FutureB;1544190116651281262;1544190116651281262;10921.000000;1.000000;BUY;Market
FutureA;1544190116651281262;1544190116651281262;10921.500000;1.000000;SELL;Market
FutureB;1544190370914471980;1544190370914471980;10904.000000;1.000000;SELL;Market
FutureA;1544190370914471980;1544190370914471980;10903.500000;1.000000;BUY;Market
FutureB;1544190543205527713;1544190543205527713;10905.000000;1.000000;BUY;Market
FutureA;1544190543205527713;1544190543205527713;10905.500000;1.000000;SELL;Market
FutureB;1544190890570512511;1544190890570512511;10901.000000;1.000000;SELL;Market
FutureA;1544190890570512511;1544190890570512511;10900.000000;1.000000;BUY;Market
FutureB;1544190899611139975;1544190899611139975;10899.000000;1.000000;SELL;Market
FutureA;1544190899611139975;1544190899611139975;10898.000000;1.000000;BUY;Market
FutureB;1544191133023789473;1544191133023789473;10892.000000;1.000000;BUY;Market
FutureA;1544191133023789473;1544191133023789473;10892.500000;1.000000;SELL;Market
FutureB;1544191589886541031;1544191589886541031;10901.000000;1.000000;SELL;Market
FutureA;1544191589886541031;1544191589886541031;10900.500000;1.000000;BUY;Market
FutureB;1544191793715774449;1544191793715774449;10894.000000;1.000000;BUY;Market
FutureA;1544191793715774449;1544191793715774449;10894.500000;1.000000;SELL;Market
FutureB;1544191813611465695;1544191813611465695;10898.000000;1.000000;SELL;Market
FutureA;1544191813611465695;1544191813611465695;10896.500000;1.000000;BUY;Market
FutureA;1544191813611635367;1544191813611635367;10896.500000;1.000000;BUY;Market
FutureB;1544191813611635367;1544191813611635367;10897.000000;1.000000;SELL;Market
FutureB;1544191813611650271;1544191813611650271;10897.000000;1.000000;SELL;Market
FutureA;1544191813611650271;1544191813611650271;10896.500000;1.000000;BUY;Market
FutureA;1544192189241782009;1544192189241782009;10893.500000;1.000000;SELL;Market
